product_name,brands,categories,ingredients,labels,nutriscore,text,cluster
Coca-Cola Original 0.5,Coca-Cola,"Beverages and beverages preparations, Beverages, Sweetened beverages, ro:Băutură carbogazoasă, en:colas",,,,"Coca-Cola Original 0.5 Coca-Cola Beverages and beverages preparations, Beverages, Sweetened beverages, ro:Băutură carbogazoasă, en:colas   ",9
YAOURT GREC,"Jibal, JIBAL","Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Yaourts,Yaourt",,,,"YAOURT GREC Jibal, JIBAL Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Yaourts,Yaourt   ",3
,,Vinaigrettes,,,,  Vinaigrettes   ,9
Lentilles,Carrefour,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumineuses et dérivés,Conserves,Légumineuses,Graines,Aliments à base de plantes en conserve,Graines de légumineuses,Plats préparés,Légumineuses sèches,Légumineuses en conserve,Lentilles,Plats préparés en conserve,Lentilles en conserve,Lentilles préparées",,,,"Lentilles Carrefour Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumineuses et dérivés,Conserves,Légumineuses,Graines,Aliments à base de plantes en conserve,Graines de légumineuses,Plats préparés,Légumineuses sèches,Légumineuses en conserve,Lentilles,Plats préparés en conserve,Lentilles en conserve,Lentilles préparées   ",8
Natural yogurt,Sainsbury's,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts, Cow milk yogurts, Whole milk yogurts",,,,"Natural yogurt Sainsbury's Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts, Cow milk yogurts, Whole milk yogurts   ",2
Extra virgin olive oil,Sainsbury's,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Matières grasses,Matières grasses végétales,Produits de l'olivier,Huiles,Huiles d'olive,Huiles d'olive vierges extra,Huiles d'olive vierges",,,,"Extra virgin olive oil Sainsbury's Aliments et boissons à base de végétaux,Aliments d'origine végétale,Matières grasses,Matières grasses végétales,Produits de l'olivier,Huiles,Huiles d'olive,Huiles d'olive vierges extra,Huiles d'olive vierges   ",8
Smoky Roasted Red Pepper Houmous,Sainsbury's,"Plant-based foods and beverages, Plant-based foods, Condiments, Spreads, Plant-based spreads, Salted spreads, Sauces, Dips, Hummus",,,,"Smoky Roasted Red Pepper Houmous Sainsbury's Plant-based foods and beverages, Plant-based foods, Condiments, Spreads, Plant-based spreads, Salted spreads, Sauces, Dips, Hummus   ",5
Greek Yogurt Nonfat Plain,Chobani,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts, Greek-style yogurts",,,,"Greek Yogurt Nonfat Plain Chobani Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts, Greek-style yogurts   ",2
Müsli Multifrucht,"Crownfield,Lidl,Brüggen","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Bircher-style mueslis,Mueslis with fruits,Bircher-style mueslis with fruits",,,,"Müsli Multifrucht Crownfield,Lidl,Brüggen Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Bircher-style mueslis,Mueslis with fruits,Bircher-style mueslis with fruits   ",5
Pur jus citron bio,Solevita,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus de citron",,,,"Pur jus citron bio Solevita Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus de citron   ",8
Palets Bretons au beurre,Sondey,"Snacks,Zoete snacks,Koekjes en cakes,Koekjes,Zandkoekjes,fr:Palets,fr:Palets-palet",,,,"Palets Bretons au beurre Sondey Snacks,Zoete snacks,Koekjes en cakes,Koekjes,Zandkoekjes,fr:Palets,fr:Palets-palet   ",9
"Fromage blanc 3,2% MG",Envia,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Fromages, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés nature, Réfrigérés, Fromages blancs, Fromages blancs natures",,,,"Fromage blanc 3,2% MG Envia Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Fromages, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés nature, Réfrigérés, Fromages blancs, Fromages blancs natures   ",3
,"Freshona,Lidl","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutas y verduras y sus productos,Conservas,Cereales y patatas,Verduras y hortalizas y sus productos,Alimentos de origen vegetal en conserva,Cereales y derivados,Verduras y hortalizas en conserva,Cereales en conserva,Maíz en conserva,Maíz dulce en conserva",,,," Freshona,Lidl Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutas y verduras y sus productos,Conservas,Cereales y patatas,Verduras y hortalizas y sus productos,Alimentos de origen vegetal en conserva,Cereales y derivados,Verduras y hortalizas en conserva,Cereales en conserva,Maíz en conserva,Maíz dulce en conserva   ",9
Pomodori essiccati Sun-Dried Tomatoes,ITALIAMO,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Dried products, Meals, Vegetables, Dried plant-based foods, Dried products to be rehydrated, Soups, Tomatoes and their products, Dried meals, Dried vegetables, Tomatoes, Dehydrated soups, Dried tomatoes, Dried tomato in oil",,,,"Pomodori essiccati Sun-Dried Tomatoes ITALIAMO Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Dried products, Meals, Vegetables, Dried plant-based foods, Dried products to be rehydrated, Soups, Tomatoes and their products, Dried meals, Dried vegetables, Tomatoes, Dehydrated soups, Dried tomatoes, Dried tomato in oil   ",5
Bio Vollkorn Penne Rigante,"Envia, Natur Gut","Produits laitiers, Laits (fluide et poudre), Laits, Laits homogénéisés, Produits pasteurisés, Laits demi-écrémés, Laits UHT, Laits demi-écrémés UHT",,,,"Bio Vollkorn Penne Rigante Envia, Natur Gut Produits laitiers, Laits (fluide et poudre), Laits, Laits homogénéisés, Produits pasteurisés, Laits demi-écrémés, Laits UHT, Laits demi-écrémés UHT   ",7
Tomapizza,Panzani,"Condiments, Meals, Pizzas pies and quiches, Pizzas, Sauces, Tomato sauces, Pizza sauces, Topping sauce for pizza, Groceries, fr:Bases culinaires, fr:Sauce tomate origan, Kits repas",,,,"Tomapizza Panzani Condiments, Meals, Pizzas pies and quiches, Pizzas, Sauces, Tomato sauces, Pizza sauces, Topping sauce for pizza, Groceries, fr:Bases culinaires, fr:Sauce tomate origan, Kits repas   ",6
Volvic zest citron,Volvic,"Aliments et boissons à base de végétaux,Boissons,Boissons à base de végétaux,Boissons aux fruits,Eaux,Eaux aromatisées,Boissons avec sucre ajouté,Boissons à l'eau minérale aromatisée sucrée",,,,"Volvic zest citron Volvic Aliments et boissons à base de végétaux,Boissons,Boissons à base de végétaux,Boissons aux fruits,Eaux,Eaux aromatisées,Boissons avec sucre ajouté,Boissons à l'eau minérale aromatisée sucrée   ",8
Miel de fleurs Crémeux Pot Plastique 500g,Lune de miel,"Breakfasts,Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys,Flower honeys,fr:Miels crémeux",,,,"Miel de fleurs Crémeux Pot Plastique 500g Lune de miel Breakfasts,Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys,Flower honeys,fr:Miels crémeux   ",9
"Bonne Maman - Madeleine Milk Chocolate, 300g (10.6oz)",Bonne Maman,"Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Biscuits, Gâteaux, Gâteaux au chocolat, Madeleines, Madeleines au chocolat",,,,"Bonne Maman - Madeleine Milk Chocolate, 300g (10.6oz) Bonne Maman Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Biscuits, Gâteaux, Gâteaux au chocolat, Madeleines, Madeleines au chocolat   ",1
"Bonne Maman - Le petit Quatre-Quarts pur beurre, 300g (10 sachets fraîcheur)",Bonne Maman,"snacks, desserts, snacks-sucrés, biscuits-et-gâteaux, biscuits, gâteaux, quatre-quarts, en:biscuits-et-gateaux, en:gateaux, fr:quatre-quarts, en:snacks-sucres",,,,"Bonne Maman - Le petit Quatre-Quarts pur beurre, 300g (10 sachets fraîcheur) Bonne Maman snacks, desserts, snacks-sucrés, biscuits-et-gâteaux, biscuits, gâteaux, quatre-quarts, en:biscuits-et-gateaux, en:gateaux, fr:quatre-quarts, en:snacks-sucres   ",1
,rians,"Dairies,Fermented foods,Fermented milk products,Cheeses,Desserts,Dairy desserts,Fermented dairy desserts,fr:Fromages blancs,Cream cheeses,Faiselles,Fresh cream cheese with cow's milk",,,," rians Dairies,Fermented foods,Fermented milk products,Cheeses,Desserts,Dairy desserts,Fermented dairy desserts,fr:Fromages blancs,Cream cheeses,Faiselles,Fresh cream cheese with cow's milk   ",2
Sandwich le méga - Poulet rôti oeuf x3,Sodebo,"Plats préparés, Sandwichs, Sandwichs à la volaille, Sandwichs au poulet, Sandwichs aux crudités, Sandwichs polaires",,,,"Sandwich le méga - Poulet rôti oeuf x3 Sodebo Plats préparés, Sandwichs, Sandwichs à la volaille, Sandwichs au poulet, Sandwichs aux crudités, Sandwichs polaires   ",9
Penne au saumon et crème d'épinards,Marie,"Plats préparés,Plats à base de pâtes,Plats préparés au poisson,Plats au saumon,Plats préparés à réchauffer au micro-ondes,Pâtes au poisson,Pâtes au saumon",,,,"Penne au saumon et crème d'épinards Marie Plats préparés,Plats à base de pâtes,Plats préparés au poisson,Plats au saumon,Plats préparés à réchauffer au micro-ondes,Pâtes au poisson,Pâtes au saumon   ",9
Pj pomme pet 1l,Paquito,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Boissons sans sucre ajouté, Jus de pomme, Jus de fruits pur jus, Jus de pommes pur jus, Boissons et préparations de boissons",,,,"Pj pomme pet 1l Paquito Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Boissons sans sucre ajouté, Jus de pomme, Jus de fruits pur jus, Jus de pommes pur jus, Boissons et préparations de boissons   ",8
Galettes au riz complet BIO 130g,"Intermarché, Regain","Galettes de riz complet soufflé, en:puffed-rice-cakes",,,,"Galettes au riz complet BIO 130g Intermarché, Regain Galettes de riz complet soufflé, en:puffed-rice-cakes   ",9
Sirop de grenadine,La Maison Guiot,"Boissons et préparations de boissons, Boissons, Préparations pour boissons, Sirops, Sirops aromatisés, Sirops de grenadine, Boissons avec sucre ajouté",,,,"Sirop de grenadine La Maison Guiot Boissons et préparations de boissons, Boissons, Préparations pour boissons, Sirops, Sirops aromatisés, Sirops de grenadine, Boissons avec sucre ajouté   ",8
,"Fromagerie Milleret, L'Ortolan","Dairies, Fermented foods, Fermented milk products, Cheeses, Specific products, Cow cheeses, Fresh foods, Products for specific diets, Soft cheeses with bloomy rind, French cheeses, Pasteurized cheeses, Products with reduced salt, Soft cheese with a natural rind, Soft cheeses with washed rind, Industrial cheese, en:Cheeses (perishable)",,,," Fromagerie Milleret, L'Ortolan Dairies, Fermented foods, Fermented milk products, Cheeses, Specific products, Cow cheeses, Fresh foods, Products for specific diets, Soft cheeses with bloomy rind, French cheeses, Pasteurized cheeses, Products with reduced salt, Soft cheese with a natural rind, Soft cheeses with washed rind, Industrial cheese, en:Cheeses (perishable)   ",2
Fraise,Lucien Georgelin,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures de fruits rouges,Confitures multifruits,Confitures de fraises",,,,"Fraise Lucien Georgelin Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures de fruits rouges,Confitures multifruits,Confitures de fraises   ",7
Monster Munch - Produit soufflé à base de pomme de terre goût salé,Vico,"snacks, zoute-snacks, voorgerechten, da:crackers, gezouten-vlinders, en:puffed-salty-snacks-made-from-potato",,,,"Monster Munch - Produit soufflé à base de pomme de terre goût salé Vico snacks, zoute-snacks, voorgerechten, da:crackers, gezouten-vlinders, en:puffed-salty-snacks-made-from-potato   ",9
Le Léger 20%MG Doux Barquette,"Elle & Vire, Savencia","Produits laitiers, Matières grasses, Produits à tartiner, Matières grasses à tartiner, Matières grasses animales, Matière grasse laitière, en:dairy-spread, Beurres, Beurres doux, Beurres allégés",,,,"Le Léger 20%MG Doux Barquette Elle & Vire, Savencia Produits laitiers, Matières grasses, Produits à tartiner, Matières grasses à tartiner, Matières grasses animales, Matière grasse laitière, en:dairy-spread, Beurres, Beurres doux, Beurres allégés   ",7
Chips Paysanne,Brets,"aliments-et-boissons-à-base-de-végétaux, aliments-d'origine-végétale, snacks, céréales-et-pommes-de-terre, snacks-salés, amuse-gueules, chips-et-frites, chips, chips-de-pommes-de-terre, chips-paysannes, chips-de-pommes-de-terre-à-l'huile-de-tournesol, nl:aardappelchips, nl:aardappelchips-gebakken-in-zonnebloemolie, nl:boerenchips, fr:chips, nl:chips-en-patat, nl:granen-en-aardappels, nl:plantaardige-levensmiddelen, nl:plantaardige-levensmiddelen-en-dranken, nl:voorgerechten, nl:zoute-snacks",,,,"Chips Paysanne Brets aliments-et-boissons-à-base-de-végétaux, aliments-d'origine-végétale, snacks, céréales-et-pommes-de-terre, snacks-salés, amuse-gueules, chips-et-frites, chips, chips-de-pommes-de-terre, chips-paysannes, chips-de-pommes-de-terre-à-l'huile-de-tournesol, nl:aardappelchips, nl:aardappelchips-gebakken-in-zonnebloemolie, nl:boerenchips, fr:chips, nl:chips-en-patat, nl:granen-en-aardappels, nl:plantaardige-levensmiddelen, nl:plantaardige-levensmiddelen-en-dranken, nl:voorgerechten, nl:zoute-snacks   ",9
Pain grillé au blé complet,Carrefour Original,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains grillés",,,,"Pain grillé au blé complet Carrefour Original Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains grillés   ",4
La madeleine coque chocolat noir,Maison Colibri,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat, Madeleines, Madeleines au chocolat",,,,"La madeleine coque chocolat noir Maison Colibri Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat, Madeleines, Madeleines au chocolat   ",1
Бял шоколад,Milka,"Закуски, Сладки закуски, Какаови изделия, Замразени продукти, Шоколади, Бял шоколад",,,,"Бял шоколад Milka Закуски, Сладки закуски, Какаови изделия, Замразени продукти, Шоколади, Бял шоколад   ",9
Bio Vollmilch-Schokolade,Fairglobe,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Milk chocolates",,,,"Bio Vollmilch-Schokolade Fairglobe Snacks, Sweet snacks, Cocoa and its products, Chocolates, Milk chocolates   ",9
Coop Irresistible Super Seeded Farmhouse,Coop,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sliced breads, Bread - super seeded farmhouse loaf",,,,"Coop Irresistible Super Seeded Farmhouse Coop Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sliced breads, Bread - super seeded farmhouse loaf   ",0
Vegetable Soup,Heinz,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Meals, Soups, Vegetable soups, en:canned-meals",,,,"Vegetable Soup Heinz Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Meals, Soups, Vegetable soups, en:canned-meals   ",5
Green Giant Sweetcorn,Green giant,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Canned foods, Cereals and potatoes, Seeds, Vegetables based foods, Canned plant-based foods, Cereals and their products, Canned vegetables, Cereal grains, Corn, Canned cereals, Sweet corn, Canned corn, Canned sweet corn",,,,"Green Giant Sweetcorn Green giant Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Canned foods, Cereals and potatoes, Seeds, Vegetables based foods, Canned plant-based foods, Cereals and their products, Canned vegetables, Cereal grains, Corn, Canned cereals, Sweet corn, Canned corn, Canned sweet corn   ",5
